business_name,data_source,google_maps_url,area,suburb,phone,dmi_score,dmi_category,tier,recommended_product,recommendation_reason,key_weaknesses,inquiry_leakage_probability,digital_silence_index,priority_score,conversion_likelihood_score,conversion_likelihood_band,data_quality_grade,priority_reason,whatsapp_script
Korum Mall Banquets,ai_estimate,https://maps.google.com/?q=Korum+Mall+Banquets+Eastern Exp Hwy,Eastern Exp Hwy,Thane West,,55.53,Visibility Weak,Tier B,SmartOS,"Hall is known locally but losing inquiries due to manual processes — paper diaries, no follow-up system, fragmented phone numbers.","['No WhatsApp CTA anywhere — inquiries have no easy entry point', 'No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.73,15,91.49,12.45,Low,B,losing ~73% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Korum Mall Banquets* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: No WhatsApp CTA anywhere — inquiries have no easy entry point*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 73% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Golden Palace Banquet,ai_estimate,https://maps.google.com/?q=Golden+Palace+Banquet+Dombivli,Dombivli,Dombivli,,56.48,Visibility Weak,Tier B,SmartOS,"Hall is known locally but losing inquiries due to manual processes — paper diaries, no follow-up system, fragmented phone numbers.","['No WhatsApp CTA anywhere — inquiries have no easy entry point', 'No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.73,15,91.49,12.45,Low,B,losing ~73% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Golden Palace Banquet* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: No WhatsApp CTA anywhere — inquiries have no easy entry point*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 73% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Royal Celebration Hall,ai_estimate,https://maps.google.com/?q=Royal+Celebration+Hall+Kamothe,Kamothe,Kharghar,,47.66,Visibility Weak,Tier B,SmartOS,"Hall is known locally but losing inquiries due to manual processes — paper diaries, no follow-up system, fragmented phone numbers.","['Low Google review count — needs consistent review collection', 'Never replies to Google reviews — signals to families that nobody is watching', 'No inquiry form on website — losing leads who visit the site']",0.68,15,91.49,12.45,Low,B,losing ~68% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Royal Celebration Hall* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: Low Google review count — needs consistent review collection*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 68% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Celebration Banquet Hall,ai_estimate,https://maps.google.com/?q=Celebration+Banquet+Hall+Nerul,Nerul,Nerul,,57.84,Visibility Weak,Tier B,SmartOS,"Hall is known locally but losing inquiries due to manual processes — paper diaries, no follow-up system, fragmented phone numbers.","['No WhatsApp CTA anywhere — inquiries have no easy entry point', 'No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.73,15,91.49,12.45,Low,B,losing ~73% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Celebration Banquet Hall* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: No WhatsApp CTA anywhere — inquiries have no easy entry point*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 73% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Alpa Bachat Bhavan,ai_estimate,https://maps.google.com/?q=Alpa+Bachat+Bhavan+Camp,Camp,Pune Camp,,56.48,Visibility Weak,Tier B,SmartOS,"Hall is known locally but losing inquiries due to manual processes — paper diaries, no follow-up system, fragmented phone numbers.","['No WhatsApp CTA anywhere — inquiries have no easy entry point', 'No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.73,15,91.49,12.45,Low,B,losing ~73% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Alpa Bachat Bhavan* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: No WhatsApp CTA anywhere — inquiries have no easy entry point*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 73% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
P. L. Deshpande Mini Hall,ai_estimate,https://maps.google.com/?q=P.+L.+Deshpande+Mini+Hall+Prabhadevi,Prabhadevi,South Mumbai,,65.34,Growth Ready,Tier A,DigiStories,Hall has baseline presence but can improve content quality and booking conversion.,"['No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.53,15,86.34,11.7,Low,B,losing ~53% of inquiries,"Namaste Bhai 🙏

Rohit Nate here — DigiVenue.

*P. L. Deshpande Mini Hall* ka audit kiya — genuinely achha foundation hai. Google presence hai, reviews bhi theek hain.

Ek specific gap dikh raha hai jo booking conversion rok raha hai:
*No inquiry form on website — losing leads who visit the site*

Yeh fix ho jaye toh *53% zyada inquiries convert ho sakti hain* — bina extra marketing spend ke.

Quick baat karein? 🙏"
Club Emerald Banquets,ai_estimate,https://maps.google.com/?q=Club+Emerald+Banquets+Chembur,Chembur,Chembur,,57.84,Visibility Weak,Tier B,SmartOS,"Hall is known locally but losing inquiries due to manual processes — paper diaries, no follow-up system, fragmented phone numbers.","['No WhatsApp CTA anywhere — inquiries have no easy entry point', 'No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.73,15,81.19,10.95,Low,B,losing ~73% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Club Emerald Banquets* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: No WhatsApp CTA anywhere — inquiries have no easy entry point*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 73% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Savitri Banquet Hall,ai_estimate,https://maps.google.com/?q=Savitri+Banquet+Hall+Dombivli,Dombivli,Dombivli,,58.6,Visibility Weak,Tier B,SmartOS,"Hall is known locally but losing inquiries due to manual processes — paper diaries, no follow-up system, fragmented phone numbers.","['No WhatsApp CTA anywhere — inquiries have no easy entry point', 'No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.73,15,81.19,10.95,Low,B,losing ~73% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Savitri Banquet Hall* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: No WhatsApp CTA anywhere — inquiries have no easy entry point*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 73% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Saket Banquets,ai_estimate,https://maps.google.com/?q=Saket+Banquets+Erandwane,Erandwane,Pune Central,,54.18,Visibility Weak,Tier B,SmartOS,"Hall is known locally but losing inquiries due to manual processes — paper diaries, no follow-up system, fragmented phone numbers.","['No WhatsApp CTA anywhere — inquiries have no easy entry point', 'No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.73,15,81.19,10.95,Low,B,losing ~73% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Saket Banquets* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: No WhatsApp CTA anywhere — inquiries have no easy entry point*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 73% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Juhu Club Millennium,ai_estimate,https://maps.google.com/?q=Juhu+Club+Millennium+Juhu,Juhu,Andheri,,63.98,Visibility Weak,Tier B,DigiStories,Hall has baseline presence but can improve content quality and booking conversion.,"['No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.53,15,76.04,10.2,Low,B,losing ~53% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Juhu Club Millennium* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: No inquiry form on website — losing leads who visit the site*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 53% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Imperial Banquets,ai_estimate,https://maps.google.com/?q=Imperial+Banquets+Vashi,Vashi,Vashi,,64.74,Visibility Weak,Tier B,DigiStories,Hall has baseline presence but can improve content quality and booking conversion.,"['No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.53,15,76.04,10.2,Low,B,losing ~53% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Imperial Banquets* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: No inquiry form on website — losing leads who visit the site*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 53% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Vishwa Jyot Banquet,ai_estimate,https://maps.google.com/?q=Vishwa+Jyot+Banquet+Kharghar,Kharghar,Kharghar,,52.48,Visibility Weak,Tier B,SmartOS,"Hall is known locally but losing inquiries due to manual processes — paper diaries, no follow-up system, fragmented phone numbers.","['Never replies to Google reviews — signals to families that nobody is watching', 'No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.68,15,76.04,10.2,Low,B,losing ~68% of inquiries,"Namaste Bhai 🙏

Rohit Nate — banquet wala, DigiVenue se.

*Vishwa Jyot Banquet* ka quick audit kiya — hall achha hai, lekin online presence weak lag rahi hai.

*Specifically: Never replies to Google reviews — signals to families that nobody is watching*

Aajkal jo families venue dhundti hain — pehle Instagram/Google pe dekhti hain, *tab* call karti hain. Agar wahan kuch dikhta nahi, toh call hi nahi aati.

*Competitor halls jo consistently reels dalte hain — unhe 68% zyada inquiries milti hain.*

2-minute call karein? Ek practical plan share karunga. 🙏"
Balaji Banquets,ai_estimate,https://maps.google.com/?q=Balaji+Banquets+Wakad,Wakad,Wakad,,65.34,Growth Ready,Tier A,DigiStories,Hall has baseline presence but can improve content quality and booking conversion.,"['No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.53,15,76.04,10.2,Low,B,losing ~53% of inquiries,"Namaste Bhai 🙏

Rohit Nate here — DigiVenue.

*Balaji Banquets* ka audit kiya — genuinely achha foundation hai. Google presence hai, reviews bhi theek hain.

Ek specific gap dikh raha hai jo booking conversion rok raha hai:
*No inquiry form on website — losing leads who visit the site*

Yeh fix ho jaye toh *53% zyada inquiries convert ho sakti hain* — bina extra marketing spend ke.

Quick baat karein? 🙏"
Wodehouse Gymkhana Banquets,ai_estimate,https://maps.google.com/?q=Wodehouse+Gymkhana+Banquets+Colaba,Colaba,South Mumbai,,69.56,Growth Ready,Tier A,DigiStories,Hall has baseline presence but can improve content quality and booking conversion.,"['No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.53,15,70.89,9.45,Low,B,losing ~53% of inquiries,"Namaste Bhai 🙏

Rohit Nate here — DigiVenue.

*Wodehouse Gymkhana Banquets* ka audit kiya — genuinely achha foundation hai. Google presence hai, reviews bhi theek hain.

Ek specific gap dikh raha hai jo booking conversion rok raha hai:
*No inquiry form on website — losing leads who visit the site*

Yeh fix ho jaye toh *53% zyada inquiries convert ho sakti hain* — bina extra marketing spend ke.

Quick baat karein? 🙏"
Guru Nanak Darbar Banquet,ai_estimate,https://maps.google.com/?q=Guru+Nanak+Darbar+Banquet+Thane East,Thane East,Thane East,,67.44,Growth Ready,Tier A,DigiStories,Hall has baseline presence but can improve content quality and booking conversion.,"['No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.53,15,70.89,9.45,Low,B,losing ~53% of inquiries,"Namaste Bhai 🙏

Rohit Nate here — DigiVenue.

*Guru Nanak Darbar Banquet* ka audit kiya — genuinely achha foundation hai. Google presence hai, reviews bhi theek hain.

Ek specific gap dikh raha hai jo booking conversion rok raha hai:
*No inquiry form on website — losing leads who visit the site*

Yeh fix ho jaye toh *53% zyada inquiries convert ho sakti hain* — bina extra marketing spend ke.

Quick baat karein? 🙏"
Grand Banquet at The Club,ai_estimate,https://maps.google.com/?q=Grand+Banquet+at+The+Club+Andheri West,Andheri West,Andheri,,68.8,Growth Ready,Tier A,DigiStories,Hall has baseline presence but can improve content quality and booking conversion.,"['No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.53,15,60.59,7.95,Low,B,losing ~53% of inquiries,"Namaste Bhai 🙏

Rohit Nate here — DigiVenue.

*Grand Banquet at The Club* ka audit kiya — genuinely achha foundation hai. Google presence hai, reviews bhi theek hain.

Ek specific gap dikh raha hai jo booking conversion rok raha hai:
*No inquiry form on website — losing leads who visit the site*

Yeh fix ho jaye toh *53% zyada inquiries convert ho sakti hain* — bina extra marketing spend ke.

Quick baat karein? 🙏"
Navi Mumbai Club Banquets,ai_estimate,https://maps.google.com/?q=Navi+Mumbai+Club+Banquets+Nerul,Nerul,Nerul,,66.68,Growth Ready,Tier A,DigiStories,Hall has baseline presence but can improve content quality and booking conversion.,"['No inquiry form on website — losing leads who visit the site', 'Website is very basic or missing — first impression is poor']",0.53,15,60.59,7.95,Low,B,losing ~53% of inquiries,"Namaste Bhai 🙏

Rohit Nate here — DigiVenue.

*Navi Mumbai Club Banquets* ka audit kiya — genuinely achha foundation hai. Google presence hai, reviews bhi theek hain.

Ek specific gap dikh raha hai jo booking conversion rok raha hai:
*No inquiry form on website — losing leads who visit the site*

Yeh fix ho jaye toh *53% zyada inquiries convert ho sakti hain* — bina extra marketing spend ke.

Quick baat karein? 🙏"
